ID,Category,Latitude,Longitude
11455508,SUISUN BAY A VAN SICKLE ISLAND NR PITTSBURG CA,38.04953056,-121.88755
374938122251801,SAN FRANCISCO BAY A NE SHORE ALCATRAZ ISLAND CA,37.8272222,-122.4216667
374949122320101,RODEO LAGOON W TOP NR SAUSALITO CA,37.8303,-122.53355
374953122314101,RODEO LAGOON E TOP NR SAUSALITO CA,37.83126667,-122.5279333
374955122313001,RODEO POND NR SAUSALITO CA,37.83197778,-122.5249083
380631122032201,GRIZZLY BAY A SUISUN SLOUGH NR AVON CA,38.10853056,-122.0559806
380924121301901,STATEN ISLAND NR TERMINOUS CA,38.15665,-121.5051889
381142122015801,FIRST MALLARD BRANCH NR FAIRFIELD CA,38.19489444,-122.0328139
390148121014701,LK COMBIE UP COVE BY GRAVEL MINE NR HIGGINS CORNER,39.02989167,-121.0307667
09013900,"GRAND LAKE AT GRAND LAKE, CO.",40.2433333,-105.8130556
09014500,"SHADOW MOUNTAIN LAKE NEAR GRAND LAKE, CO.",40.2100833,-105.8420833
09018500,"LAKE GRANBY NEAR GRANBY, CO.",40.1497222,-105.8649
09041395,"WOLFORD MTN RESERVOIR NR KREMMLING, CO",40.1127629,-106.4150324
400631105585501,"WINDY GAP RESERVOIR NR PUMP INTAKES NR GRANBY, CO",40.10841667,-105.9823611
400806105474700,"LAKE GRANBY (EAST) NEAR GRANBY, CO",40.135,-105.7963889
400853105563701,"WILLOW CREEK RESERVOIR NEAR DAM NEAR GRANBY, CO",40.14805556,-105.9436111
401030105521101,"LAKE GRANBY NR PUMP STATION INTAKE NR GRAND LK, CO",40.175,-105.8697222
401331105501401,"SHADOW MOUNTAIN LAKE NEAR MIDLAKE NEAR GRAND LK, C",40.22527778,-105.8372222
401428105481601,"GRAND LAKE NR ADAMS TUNNEL W. PORTAL, GRAND LK, CO",40.2411111,-105.8044444
411513072512301,"FARM RIVER AT FARM RIVER MARINA NR EAST HAVEN, CT",41.25351389,-72.8564111
411626072514501,"FARM RIVER AT THE TROLLY MUSEUM AT EAST HAVEN, CT",41.2739722,-72.86246389
423784088133401,"Long Lake at BEN Dock at Long Lake, IL",42.3784,-88.1334
413704087153501,"GRAND CALUMET LAGOON AT MARQUETTE PARK AT GARY, IN",41.61777778,-87.2597222
07380249,"Caminada Pass NW of Grand Isle, LA",29.2313611,-90.0485278
07380251,"Barataria Bay N of Grand Isle, LA",29.42272045,-89.9506268
073802512,"Hackberry Bay NW of Grand Isle, LA",29.39858028,-90.0411947
073802514,Barataria Waterway at Champagne Bay nr Grand Isle,29.3336111,-89.9885
07380260,"Empire Waterway south of Empire, LA",29.30452778,-89.597
07380330,"Bayou Perot at Point Legard near Cutoff, LA",29.56577778,-90.1655556
292800090060000,"Little Lake near Bay Dosgris E of Galliano, LA",29.46666667,-90.1
300138090064700,"New Canal Lighthouse at New Orleans, LA",30.02716667,-90.1131667
011008745,"MERRIMACK R ESTUARY US OF SHAD CRK, SALISBURY, MA",42.8193,-70.839
423223070531001,DANVERS RIVER AT BEVERLY PIER AT BEVERLY MA,42.53975,-70.88615
444834092465401,"LAKE ST. CROIX BLW KINNICKINNIC R ABV PRESCOTT, WI",44.8097222,-92.7816667
445725092453701,"LAKE ST. CROIX BELOW HWY I-94 AT LAKELAND, MN",44.9569444,-92.7602778
402109094464601,"Southern Mozingo Reservoir near Pickering, MO",40.35261667,-94.7794917
01303152,WEST HARBOR AT OYSTER BAY NWR AT BAYVILLE NY,40.90355556,-73.5433611
01304057,FLAX POND AT OLD FIELD NY,40.9628611,-73.1431667
01304562,PECONIC RIVER AT COUNTY HWY 105 AT RIVERHEAD NY,40.91777778,-72.6386667
01304650,SHELTER ISLAND SOUND AT SHELTER ISLAND NY,41.04430556,-72.3169722
01310740,REYNOLDS CHANNEL AT POINT LOOKOUT NY,40.5934366,-73.5837396
01311143,HOG ISLAND CHANNEL AT ISLAND PARK NY,40.60865278,-73.6561722
04236000,SKANEATELES LAKE AT SKANEATELES NY,42.94476667,-76.4291917
422308076515501,SENECA LAKE NEAR CATHARINE CREEK NY,42.38555556,-76.86527778
422534076521601,SENECA LAKE NEAR GLEN ELDRIDGE NY,42.4261111,-76.8711111
422925076543901,SENECA LAKE NEAR BIG STREAM NY,42.49027778,-76.9108333
422956076532601,SENECA LAKE NEAR SAWMILL CREEK NY,42.49888889,-76.8905556
423541076550801,SENECA LAKE NEAR PLUM POINT CREEK NY,42.5947222,-76.91888889
423650076523901,SENECA LAKE NEAR MILL CREEK NY,42.61388889,-76.8775
423920073461801,Washington Lake SE Albany NY,42.6556333,-73.7718833
423931073462901,Washington Lake NW Albany NY,42.6573111,-73.773225
424102076530301,SENECA LAKE NEAR INDIAN CREEK NY,42.68388889,-76.8841667
424109076564601,SENECA LAKE NEAR KEUKA OUTLET NY,42.6858333,-76.9461111
424445076551601,SENECA LAKE NEAR KENDALA CREEK NY,42.7458333,-76.9211111
424550076581501,SENECA LAKE NEAR KASHONG CREEK NY,42.76388889,-76.9708333
424616076280804,OWASCO LAKE NEAR INDIAN COVE NY,42.77113889,-76.4691111
424708076554401,SENECA LAKE NEAR REEDER CREEK NY,42.78555556,-76.92888889
424816076293103,OWASCO LAKE NEAR ADAMS POINT NY,42.8043333,-76.4921111
425027076564401,SENECA LAKE PLATFORM,42.84080556,-76.9455833
425138076304302,OWASCO LAKE NEAR DUTCH HOLLOW BROOK NY,42.86091667,-76.5111667
425206076583801,SENECA LAKE NEAR CASTLE CREEK NY,42.8683333,-76.9772222
425327076313601,OWASCO LAKE PLATFORM,42.89088889,-76.52675
425403076314201,OWASCO LAKE NEAR SUCKER BROOK NY,42.9005,-76.5288611
425606076251601,SKANEATELES LAKE PLATFORM,42.9181111,-76.4145556
431314077315901,IRONDEQUOIT BAY AT POINT PLEASANT NY,43.22059167,-77.5332333
431533076582101,SODUS BAY AT SAND POINT NY,43.2593,-76.9724806
431745118462300,MALHEUR LAKE - MAL-SE 2,43.29594444,-118.7729444
431826118465600,MALHEUR LAKE - MAL-SE,43.3072083,-118.7821417
431946118493601,MALHEUR LAKE - MESOCOSM 1,43.32930556,-118.8265833
431946118493602,MALHEUR LAKE - MESOCOSM 2,43.32930556,-118.8265833
431946118493603,MALHEUR LAKE - MESOCOSM 3,43.32930556,-118.8265833
431946118493604,MALHEUR LAKE - MESOCOSM 4,43.32930556,-118.8265833
431946118493605,MALHEUR LAKE - MESOCOSM 5,43.32930556,-118.8265833
431946118493606,MALHEUR LAKE - MESOCOSM 6,43.32930556,-118.8265833
431946118493607,MALHEUR LAKE - MESOCOSM 7,43.32930556,-118.8265833
431946118493608,MALHEUR LAKE - MESOCOSM 8,43.32930556,-118.8265833
431946118493609,MALHEUR LAKE - MESOCOSM 9,43.32930556,-118.8265833
431946118493610,MALHEUR LAKE - MESOCOSM 10,43.32930556,-118.8265833
432004118453400,MALHEUR LAKE - MAL-NE,43.33453056,-118.7594722
432034118494500,MALHEUR LAKE - MAL-SOUTH,43.28702778,-118.7685833
441022122193200,"BLUE RIVER LAKE NEAR BLUE RIVER, OR (WQM)",44.17319444,-122.3242222
444306122144600,"DETROIT LAKE AT LOG BOOM BEHIND DETROIT DAM, OR",44.7183194,-122.2461389
294643095035200,"Lynchburg Res nr CWA Canal Inflow nr Baytown, TX",29.7785861,-95.0644278
295826095082200,"Lk Houston S Union Pacific RR Bridge nr Houston,TX",29.97393333,-95.1393833
445400092462401,"LAKE ST. CROIX BELOW CATFISH BAR NEAR AFTON, MN",44.9,-92.7733333
450028092455801,"LAKE ST. CROIX BELOW LAKESIDE PARK AT BAYPORT, MN",45.00777778,-92.7661111
